Accident_ID,Time_of_Day,Road_Condition,Weather_Condition,Latitude,Longitude
68,Morning,Icy,Clear,50.76428251067735,-5.189955010912864
69,Night,Dry,Rainy,54.990874597412585,0.034827432968846495
70,Afternoon,Dry,Foggy,53.614141429897835,1.2922805363185397
71,Afternoon,Dry,Clear,54.69286770540379,-3.948973054724336
72,Afternoon,Wet,Foggy,51.34411366195891,1.0611100213249713
73,Morning,Wet,Snowy,55.894989959553456,-4.78504298752118
74,Afternoon,Icy,Rainy,56.90237662034583,-3.235630136562084
75,Morning,Dry,Foggy,51.7339184007262,-5.739710021840002
76,Afternoon,Dry,Foggy,50.76571644416129,-1.5952395782415607
77,Night,Wet,Snowy,50.189108688370695,1.78981115174809
78,Night,Dry,Foggy,55.13577200354613,-1.9650690395662131
79,Evening,Wet,Foggy,54.85675228871025,-4.421859158864511
80,Night,Dry,Snowy,54.37357930171256,-1.5218255400947163
81,Evening,Icy,Clear,51.855576768927804,-6.770793215346124
82,Night,Dry,Snowy,53.12724796724412,0.8865908026539859
83,Morning,Dry,Clear,54.755810681489386,-2.9691604922016364
84,Night,Snowy,Rainy,53.97413487087336,-3.5065025796035796
85,Evening,Wet,Clear,57.902284161719095,-2.141352115464808
86,Evening,Dry,Clear,51.09151802045386,-1.7521613721059754
87,Afternoon,Dry,Rainy,55.56115643238075,-7.28224193773487
88,Morning,Snowy,Clear,53.23455014483434,-1.1738277877659762
89,Night,Snowy,Snowy,53.42559691940492,-5.580683196844705
90,Afternoon,Wet,Clear,55.74078212526541,-0.8604736749341022
91,Night,Snowy,Rainy,55.53948921059496,0.22534794384196744
92,Night,Icy,Snowy,57.9300479496175,0.03958507552520274
93,Afternoon,Snowy,Rainy,51.027154315633,-2.474990325921109
94,Afternoon,Icy,Rainy,50.83287719507333,-2.7983010768924883
95,Afternoon,Wet,Foggy,55.79471053702993,-6.571240386605883
96,Afternoon,Wet,Foggy,54.62709533605127,-0.24653849596864408
97,Afternoon,Wet,Rainy,52.193285332478446,-5.285906195532856
98,Night,Wet,Rainy,50.63535495191189,-3.033045771820534
99,Afternoon,Wet,Rainy,50.68526599677144,-5.157259070724833
100,Morning,Icy,Foggy,57.153526997312945,-6.661716370003068
101,Evening,Icy,Foggy,51.53493859774994,-1.7044230310826345
102,Afternoon,Wet,Clear,52.58697249692417,-7.456679651770962
103,Afternoon,Snowy,Clear,51.8132512178159,-0.5135476587380001
104,Night,Dry,Rainy,52.8399704466555,-4.824132047388833
105,Afternoon,Wet,Snowy,50.55539074196875,-7.998653069955147
106,Afternoon,Snowy,Snowy,54.15247832726617,-2.888708607627702
107,Afternoon,Dry,Foggy,50.54090050873772,-7.531480914723969
108,Night,Wet,Foggy,56.402852062578894,-5.238304421791005
109,Afternoon,Wet,Foggy,51.86969665528346,-0.930235125442838
110,Evening,Icy,Rainy,54.32009531683609,-7.373103783781342
111,Night,Dry,Snowy,57.04063270049166,0.3933849235600242
112,Evening,Dry,Clear,55.20701895237755,-7.9618007734141685
113,Night,Snowy,Rainy,54.263662292410686,-5.531761307980977
114,Afternoon,Icy,Clear,52.594670024923005,-0.5909594384792856
115,Evening,Icy,Clear,52.664015304465586,-4.837298502706933
116,Night,Icy,Rainy,55.35589564158552,-6.981076119339865
117,Morning,Icy,Clear,57.95311488976934,-4.3976608119957215
118,Afternoon,Dry,Snowy,55.29471351879503,-5.296067136154745
119,Night,Dry,Clear,54.4622673389602,0.4271190216055487
120,Morning,Wet,Snowy,55.84520408191397,-4.8665208241485685
121,Night,Wet,Snowy,53.721644898269744,-0.11067528223992795
122,Morning,Icy,Snowy,50.48113874080628,0.9187214481073482
123,Afternoon,Icy,Foggy,54.49837452702328,-3.661825804234705
124,Evening,Icy,Clear,57.66100227604304,1.0994314385439203
125,Morning,Wet,Rainy,51.40242353886128,-4.2268194603680715
126,Night,Snowy,Rainy,55.52003912656532,1.6407841649010813
127,Afternoon,Snowy,Clear,51.60746950927245,-7.10710475474427
128,Morning,Wet,Foggy,54.28662147578465,-1.1298073349675724
129,Night,Wet,Foggy,50.773411597173755,-3.061859595430713
130,Night,Wet,Snowy,53.60296749006548,-4.123511945443529
131,Night,Wet,Clear,56.04930663116197,-1.6728812125139907
132,Morning,Wet,Clear,52.78057219391186,-0.9614290836566877
133,Morning,Wet,Rainy,55.31929379589774,-7.95636730349691
134,Morning,Icy,Clear,56.36359968631783,-6.330469112528013
135,Evening,Icy,Foggy,57.41742255583562,-0.8695394936568128
136,Morning,Icy,Clear,51.877136654843625,-1.3361458642179356
137,Morning,Icy,Rainy,53.194527326474464,1.660475051286772
138,Morning,Wet,Snowy,51.21932810664334,-0.38962209749217
139,Evening,Snowy,Rainy,57.939868017267,1.5077270773133797
140,Morning,Dry,Rainy,57.41600774339436,-0.9745949846519304
141,Night,Wet,Snowy,54.31965704224448,-5.019477913605568
142,Morning,Dry,Rainy,56.73626635501137,-6.9463507774914355
143,Night,Snowy,Rainy,54.16766381817634,-0.1817613665506439
144,Night,Icy,Clear,54.98868550402208,-1.5585077852408409
145,Night,Snowy,Clear,50.712995456928134,-7.518139876067037
146,Evening,Wet,Snowy,56.04216336397447,-4.399495340990216
147,Evening,Icy,Clear,51.02170786908188,1.5679981548428614
148,Evening,Wet,Clear,56.60854104202023,-2.9959885428979875
149,Morning,Icy,Rainy,56.25622470136309,-3.672708639802954
150,Night,Dry,Foggy,55.66995758194381,-3.42300394840706
151,Evening,Dry,Clear,50.2892830441981,-5.9111727599483626
152,Evening,Dry,Foggy,52.42502684756263,-4.312928291352048
153,Morning,Snowy,Clear,52.10490055928674,-4.301867440128234
154,Evening,Wet,Clear,52.881091259772155,-7.476449798125276
155,Morning,Snowy,Snowy,50.70114197411071,-0.32432371482081734
156,Afternoon,Dry,Snowy,57.4956625842485,-3.83495568096121
157,Evening,Wet,Snowy,54.43041792569901,0.22179886816423355
158,Afternoon,Dry,Foggy,52.44419448526419,0.5034800111989544
159,Morning,Snowy,Rainy,53.175852136594266,-5.88005945301342
160,Night,Snowy,Clear,53.57762032403868,-1.4264651782987148
161,Evening,Snowy,Clear,54.80475466688494,-3.277181958370183
162,Morning,Dry,Clear,54.12543542157198,0.8015673792148501
163,Night,Wet,Foggy,57.35513578571534,-5.842593208235459
164,Night,Wet,Snowy,53.97570786324664,-1.221867996899558
165,Afternoon,Dry,Rainy,57.9372641185865,-1.922478777472774
166,Morning,Wet,Foggy,56.81139966196076,-5.046985224281672
167,Night,Dry,Snowy,51.66808411485869,-6.633990963488274
168,Evening,Wet,Foggy,57.44476171715133,-1.4836023952272344
169,Evening,Icy,Rainy,50.93093118308381,-0.6140254186766931
170,Afternoon,Icy,Snowy,56.539597667929534,-4.8437265623665
171,Night,Snowy,Foggy,53.04498634781264,-1.5516739597768616
172,Morning,Icy,Rainy,57.02379456356056,-4.048690923884967
173,Evening,Icy,Clear,56.944453520859604,-0.8679311671738228
174,Night,Icy,Rainy,56.44740320094097,-6.007847251059469
175,Night,Dry,Clear,56.32024349045649,0.9021500263617437
176,Afternoon,Icy,Foggy,52.437433112784326,-5.1259040353442025
177,Evening,Icy,Snowy,50.64735426441002,-4.322140122438471
178,Evening,Snowy,Snowy,53.22384143012129,-7.419080479196502
179,Morning,Icy,Foggy,51.38819611989207,-6.884877876787236
180,Evening,Icy,Snowy,55.559608711219695,-2.8413809728767188
181,Morning,Wet,Snowy,52.76879781230228,-5.324073232720285
182,Evening,Snowy,Clear,57.80488160687932,0.3548022574219445
183,Afternoon,Snowy,Foggy,55.12777661876265,-7.853066113450462
184,Evening,Snowy,Rainy,56.57984450907489,-4.209059513280638
185,Morning,Snowy,Clear,51.060197381934785,-4.626544532309073
186,Morning,Snowy,Foggy,56.89611585818098,-7.80672369082399
187,Afternoon,Snowy,Clear,57.382057524107154,-6.756316009994897
188,Evening,Dry,Rainy,53.89649535055149,-3.8635732508136478
189,Evening,Icy,Rainy,54.85002350200782,-3.0713541555255333
190,Afternoon,Snowy,Foggy,56.11847840722396,-3.957102527451309
191,Evening,Icy,Rainy,51.3987090180833,-2.6906232158790617
192,Evening,Icy,Clear,54.02052861170754,-2.048683250943185
193,Morning,Dry,Rainy,53.18930422217851,-7.900761788721644
194,Evening,Snowy,Clear,51.17099193729799,-3.3590484054649608
195,Evening,Wet,Clear,52.94027537833225,1.634992408875883
196,Afternoon,Dry,Rainy,50.54537847508395,-2.809677198704513
197,Afternoon,Wet,Foggy,50.2064952555959,-1.2245773254104684
198,Night,Icy,Snowy,51.08133031323858,-4.881361420831168
199,Morning,Icy,Rainy,57.70492089271339,-0.2600862184723747
200,Evening,Dry,Clear,54.396236287160136,-0.27078518123884887
201,Evening,Dry,Clear,57.72657728922576,-2.7870395234586107
202,Night,Wet,Rainy,53.459983026641055,1.7601382327921353
203,Evening,Snowy,Foggy,52.49452906468208,-6.744497852373466
204,Morning,Wet,Foggy,54.04913490272195,-7.8305233511041905
205,Night,Dry,Clear,53.51609350906328,-0.29841788242904066
206,Morning,Wet,Clear,50.84531747409395,0.0715553736488257
207,Night,Dry,Foggy,55.12661051752165,-6.797927708794237
208,Night,Wet,Snowy,51.7283054600768,-5.344171670413939
209,Afternoon,Dry,Rainy,54.956703639182635,-7.824476366333711
210,Morning,Dry,Clear,55.201608739185225,-5.0669138921943535
211,Evening,Dry,Clear,51.21619882502918,-0.2685812608132849
212,Evening,Snowy,Foggy,50.490797016885345,-2.8203947228742106
213,Morning,Wet,Rainy,56.24609268854752,-4.519044068317119
214,Evening,Wet,Foggy,53.678403390154564,-4.282607050936697
215,Evening,Wet,Rainy,50.46531036404381,-7.986463742845318
216,Morning,Dry,Rainy,57.958930537358135,-5.001994724347641
217,Night,Wet,Rainy,50.462244487970935,-1.5354125836206949
218,Morning,Wet,Clear,55.560281830868426,1.7419444381635714
219,Night,Dry,Snowy,57.86943140210731,0.4706082698389942
220,Evening,Icy,Foggy,51.91344083372741,-7.764050353544709
221,Evening,Dry,Snowy,51.13799494949757,0.9856060467483942
222,Evening,Wet,Foggy,50.97107951537943,-0.16801586701374038
223,Afternoon,Dry,Rainy,52.426201180540765,-0.1962387642901957
224,Night,Icy,Clear,50.80836648808517,-3.420042409964285
225,Afternoon,Dry,Snowy,55.53729073355306,-4.019947070454972
226,Afternoon,Wet,Clear,50.4983343850405,-4.970842711668074
227,Morning,Icy,Foggy,54.07537702519832,-7.343051410456342
228,Afternoon,Snowy,Clear,57.973574830823814,-5.717646365063009
229,Morning,Wet,Clear,56.51176215604815,-5.533963650219754
230,Morning,Icy,Snowy,54.92175550584809,-3.159229302897984
231,Afternoon,Icy,Rainy,52.45002896629289,-0.5255559340330604
232,Night,Snowy,Clear,54.99116669033311,-3.2619017160205335
233,Night,Dry,Rainy,54.216331711293215,-7.421555505528394
234,Night,Dry,Foggy,53.40866707112297,1.5778980098820394
235,Night,Wet,Clear,51.0456830139216,1.4272431909411232
236,Night,Snowy,Snowy,57.09283372192373,-0.14810456851591614
237,Afternoon,Dry,Foggy,53.59827719057058,1.913279015642205
238,Afternoon,Snowy,Foggy,51.55698009456612,-2.555176671997371
239,Evening,Dry,Snowy,52.942074807018315,1.6276835025320615
240,Night,Icy,Clear,53.31303802023142,-7.243949593832492
241,Afternoon,Dry,Clear,56.620303164534995,-4.343192517386287
242,Evening,Snowy,Foggy,55.86891504449122,-5.746187319932342
243,Night,Icy,Clear,56.15443914913072,-6.0416691586572995
244,Morning,Icy,Rainy,50.088250115429176,-6.591970511073239
245,Evening,Icy,Snowy,53.32923198543809,-1.7758635843400334
246,Afternoon,Snowy,Rainy,53.85075321308259,-0.18678144252694917
247,Morning,Wet,Clear,50.15353821458445,-2.2170160057963937
248,Morning,Wet,Foggy,52.07850566996027,-6.530372904117903
249,Morning,Wet,Snowy,56.08231858497708,0.1112376993347084
250,Evening,Snowy,Clear,51.096877645831995,-1.6404529283627154
251,Afternoon,Icy,Clear,54.282481051620735,-4.118342938730045
252,Morning,Wet,Foggy,51.7216149761379,-1.2586970446393702
253,Night,Snowy,Foggy,50.09696619715115,-5.400950207571672
254,Morning,Wet,Rainy,51.92961166079633,-4.548077915057895
255,Morning,Dry,Snowy,57.80699003928043,1.1748584313199029
256,Evening,Wet,Snowy,56.41229689506392,-5.094954943285796
257,Evening,Wet,Foggy,57.676613154568265,-3.300117318420634
258,Afternoon,Icy,Rainy,53.9028323514109,0.9014113739601459
259,Night,Snowy,Snowy,50.87788958942003,-0.9227864973247257
260,Evening,Icy,Foggy,54.383675911789545,-7.3779677383529725
261,Morning,Icy,Clear,53.63501867647969,-6.526969557210297
262,Afternoon,Icy,Snowy,56.754856661916925,-7.921584092280832
263,Morning,Icy,Rainy,50.784660646273956,-1.6907820977083663
264,Morning,Icy,Rainy,53.905929096174226,-3.5232657458958165
265,Evening,Wet,Rainy,51.200389317551874,-6.657251490977245
266,Afternoon,Icy,Clear,52.59740741512048,1.579341210567705
267,Night,Icy,Snowy,55.898856619102396,-2.703402760543801
268,Night,Snowy,Snowy,53.80814503495013,-5.581067058871108
269,Evening,Dry,Clear,53.00710628116615,-2.9939642884529247
270,Evening,Wet,Snowy,53.155810228560284,-1.203796672648922
271,Afternoon,Wet,Clear,53.67557414724789,-7.237607820264355
272,Night,Wet,Clear,56.280132350696455,-5.25296184952108
273,Night,Icy,Clear,57.136677511521874,0.06965490883993652
274,Night,Icy,Rainy,57.642677492031424,-3.403351295973388
275,Morning,Icy,Snowy,56.29522709004236,-2.534228579677051
276,Night,Snowy,Clear,52.523255165984104,-3.6718399779053073
277,Morning,Dry,Snowy,55.505077648692335,-7.561000573569949
278,Afternoon,Icy,Rainy,53.500824992443135,-6.342502201798441
279,Morning,Dry,Clear,52.03736497636841,-3.544583612581091
280,Afternoon,Snowy,Foggy,56.72697263540738,-5.908145345920722
281,Night,Wet,Rainy,50.3074107916986,-7.500209713403213
282,Night,Icy,Foggy,57.214095937083385,0.43649664051823756
283,Afternoon,Dry,Snowy,53.69181971699787,1.811925291641158
284,Evening,Dry,Snowy,55.09761181446624,-0.06857126003260561
285,Afternoon,Icy,Rainy,55.274831377646265,0.53784921704667
286,Evening,Wet,Snowy,57.16094192565229,-5.580228696829546
287,Morning,Wet,Foggy,55.09335745733766,1.606269755131997
288,Morning,Wet,Clear,54.911468678080496,-6.030742955465716
289,Morning,Snowy,Clear,50.53321632448552,1.514298103618323
290,Night,Dry,Clear,54.14726417556163,1.94819293965951
291,Morning,Dry,Rainy,51.20135200653633,-0.8827719425395131
292,Evening,Dry,Snowy,55.899470149771886,1.8114373179182195
293,Morning,Snowy,Foggy,54.097775366501395,-2.3046022043289636
294,Afternoon,Dry,Snowy,55.44182223366683,-5.404582168239097
295,Afternoon,Snowy,Snowy,50.33338320481907,-3.6300411433437914
296,Night,Wet,Snowy,50.678336128366425,-2.06439064621214
297,Afternoon,Icy,Clear,55.73058710450146,-7.26918437972985
298,Evening,Dry,Foggy,50.57667468798939,-1.7765673538275388
299,Morning,Dry,Foggy,50.57005382212207,1.8117783676229458
300,Night,Wet,Snowy,50.0968678018791,-6.098923502162724
301,Morning,Icy,Clear,57.65201118639584,-0.07404883711616694
302,Morning,Snowy,Clear,55.90006687567205,1.0789879377961942
303,Evening,Icy,Foggy,52.826011268016515,1.4370159282022072
304,Afternoon,Wet,Clear,52.37228465030124,1.601356044054473
305,Afternoon,Wet,Clear,52.7976258379668,-2.785403612785281
306,Morning,Icy,Clear,56.19722824944945,1.7730790799150373
307,Night,Snowy,Rainy,55.290964888563316,-0.4268979286556114
308,Afternoon,Snowy,Snowy,51.48156454293974,-6.383285637630381
309,Night,Dry,Foggy,51.39287468267268,-3.2309989353203
310,Afternoon,Snowy,Foggy,50.78716519770718,-0.8166882462799601
311,Night,Icy,Rainy,55.282421757610706,-5.526596841809167
312,Evening,Wet,Snowy,56.11498129777389,-1.593848164511126
313,Night,Dry,Foggy,52.12037142660003,-1.333995209533808
314,Evening,Dry,Clear,50.1675596882473,-6.373002561914341
315,Evening,Wet,Foggy,50.65737333981142,-2.349146875472437
316,Night,Snowy,Clear,57.742880278760246,-0.2837308902139233
317,Evening,Wet,Rainy,52.36355821981936,-3.011043354640581
318,Morning,Snowy,Clear,56.15378518270507,-7.878968832238925
319,Evening,Wet,Foggy,54.99730855083411,-7.909615309207078
320,Afternoon,Icy,Foggy,53.05551711722317,-4.429706560299878
321,Night,Snowy,Foggy,51.64549809756444,1.2619406843178194
322,Morning,Icy,Rainy,50.971091345275255,-5.713232203963912
323,Night,Dry,Rainy,54.920103744310936,-1.6563631112831283
324,Afternoon,Wet,Snowy,56.1970702451023,-5.779241293066795
325,Afternoon,Dry,Foggy,55.15123402832904,-4.783300103404514
326,Afternoon,Dry,Clear,54.242417065993266,0.4804208960148397
327,Evening,Dry,Rainy,50.33560978745309,-0.7113855773005309
328,Evening,Dry,Foggy,57.747910220755074,-7.046007226867894
329,Night,Wet,Foggy,56.389713533236595,-3.7129797901356643
330,Night,Dry,Rainy,52.34257629360772,-7.7083023635473555
331,Morning,Wet,Snowy,57.83976263487081,-3.1910985339699103
332,Morning,Wet,Rainy,54.81505271709058,-1.3756598829893196
333,Night,Icy,Rainy,54.65938126565797,-6.814973764018484
334,Evening,Snowy,Clear,55.98458543543626,-5.111150610908343
335,Afternoon,Snowy,Clear,56.4941583047211,-4.0216337449784305
336,Night,Wet,Snowy,55.25182885865202,1.1953102465604974
337,Morning,Icy,Foggy,51.0247659709296,1.9325501542296397
338,Evening,Wet,Rainy,52.706140047955984,-7.550887010043842
339,Night,Wet,Snowy,57.4246691226084,-0.38992076504607986
340,Night,Wet,Clear,51.796924894750816,-4.282759335976568
341,Evening,Icy,Rainy,52.97733619070011,-4.075418137705199
342,Night,Snowy,Foggy,53.45661506355357,-0.4573502665297733
343,Evening,Icy,Clear,53.51523991755562,1.184264321454087
344,Afternoon,Dry,Clear,54.9035166599562,1.5092859450254839
345,Evening,Icy,Clear,57.54460670195766,-2.2287741396167924
346,Evening,Icy,Snowy,51.92554169466004,-4.428788406994972
347,Evening,Icy,Foggy,50.97201101040734,-0.12450914141220792
348,Night,Icy,Rainy,51.5797639188795,-5.489986167376998
349,Night,Snowy,Snowy,57.095399201674155,-2.359259711664823
350,Evening,Dry,Snowy,55.16648650124165,-4.414215384751269
351,Night,Snowy,Snowy,52.28725431391328,-1.4336892629212388
352,Morning,Snowy,Clear,56.527575511748935,-5.596010871064931
353,Morning,Icy,Foggy,56.89095997090749,-6.084070542651743
354,Night,Wet,Snowy,56.77211470952223,1.1823908667543712
355,Night,Wet,Rainy,57.35141226911644,-6.981963170504631
356,Evening,Snowy,Foggy,52.01792816138689,-2.9404209226506834
357,Afternoon,Snowy,Rainy,56.04033542997023,-5.791472170369911
358,Night,Icy,Foggy,53.68431597819312,-7.610700366743325
359,Morning,Snowy,Rainy,56.73598842312049,-7.639811817085736
360,Evening,Icy,Clear,55.8279254172929,-6.2477822789417266
361,Night,Wet,Snowy,56.211579571997795,0.667703545060002
362,Morning,Wet,Rainy,55.24929470144857,-5.175212560229733
363,Morning,Dry,Foggy,51.41943015575765,1.5045917057529579
364,Afternoon,Wet,Snowy,54.360215351175505,-2.1837770701080643
365,Evening,Snowy,Snowy,57.87735791619607,-3.633858102312339
366,Evening,Wet,Foggy,57.499104531976954,-2.1991116533054544
367,Afternoon,Icy,Rainy,50.3453898863761,-2.8330161477373226
368,Afternoon,Wet,Clear,51.3185185258355,-0.41223746242674864
369,Evening,Dry,Clear,51.05383018763649,-5.175039340271478
370,Evening,Wet,Rainy,55.807839279882366,-4.469496083996976
371,Night,Icy,Snowy,56.54228263885556,0.9409430253325066
372,Night,Icy,Snowy,51.708090930485376,1.4645651315040542
373,Afternoon,Snowy,Snowy,54.046821543614634,0.9255822748647446
374,Night,Wet,Snowy,56.7256242240896,-3.805520060426864
375,Morning,Icy,Rainy,55.86241235813,-0.19634496993118322
376,Night,Dry,Snowy,54.33789764393479,-3.2366426669890123
377,Night,Snowy,Foggy,54.722781523670186,-3.024601478538978
378,Morning,Dry,Snowy,54.06688437533024,-5.953198909427161
379,Afternoon,Wet,Clear,52.380387610550564,-2.088696967414835
380,Morning,Wet,Snowy,54.52017594287213,-6.138641022466521
381,Night,Wet,Rainy,55.511082416400725,-4.6843530093280625
382,Afternoon,Snowy,Clear,56.98658332688646,0.5503020161993515
383,Night,Icy,Rainy,55.09033083183398,-5.929241907891448
384,Morning,Snowy,Rainy,56.08897229634526,-7.288417148265672
385,Morning,Dry,Clear,51.28057307963658,-7.309924073871837
386,Night,Snowy,Rainy,53.69245979535832,1.4078452050310784
387,Evening,Dry,Rainy,50.074652958616745,-2.9307956203816534
388,Evening,Snowy,Snowy,51.97343091617299,-3.905879281829817
389,Morning,Icy,Foggy,55.81169372090404,0.10878581007918342
390,Morning,Dry,Rainy,57.93447961079491,0.35825927910516064
391,Evening,Wet,Rainy,50.79342479669773,-4.678089668843954
392,Evening,Wet,Rainy,53.21195452689031,-1.0638194252620474
393,Night,Snowy,Snowy,56.40056774959328,-0.2887718414811342
394,Night,Wet,Foggy,51.63228507703119,-1.4534931313404549
395,Evening,Dry,Clear,54.44067959441829,-6.484049251999006
396,Night,Wet,Snowy,55.864570368237395,0.7588308351705706
397,Night,Icy,Snowy,54.92788360208143,-2.6090544726399134
398,Afternoon,Icy,Foggy,51.50419787692333,-5.175275736299963
399,Night,Snowy,Foggy,52.843076549485914,-3.747718145623061
400,Morning,Dry,Snowy,56.27033427588318,-7.624289096010926
401,Night,Icy,Clear,54.433812113056135,-6.721331987775825
402,Night,Icy,Snowy,50.0418369083433,-0.3445324948413919
403,Evening,Dry,Foggy,56.08792608022475,-7.999883652446338
404,Morning,Wet,Clear,50.28249083952191,-3.8343417151770787
405,Night,Wet,Foggy,55.96587026184986,-2.774898189144116
406,Night,Snowy,Clear,51.6198444813219,-7.453655799990277
407,Afternoon,Wet,Rainy,57.66458784095504,1.730781629723328
408,Night,Dry,Foggy,52.943526010416676,-5.738746687503281
409,Night,Icy,Foggy,52.615452930704635,-4.9580128036371915
410,Afternoon,Wet,Snowy,51.191104402659555,-4.9605748774497265
411,Evening,Snowy,Foggy,52.44483372392172,-5.695833378826501
412,Night,Wet,Foggy,57.0132060946256,-7.985261779136886
413,Afternoon,Dry,Rainy,57.97067470101798,-0.7065520591200363
414,Morning,Snowy,Foggy,52.946476244054786,1.6684549979928534
415,Evening,Wet,Rainy,53.58888504763634,-5.757065167149549
416,Morning,Snowy,Rainy,55.7765675056219,-1.3695280819657754
417,Morning,Dry,Rainy,57.0895662437206,-0.5810367304128494
418,Afternoon,Icy,Rainy,54.74435467349427,0.4842537909052478
419,Night,Dry,Clear,53.13220558542263,-3.7737080298639087
420,Afternoon,Dry,Snowy,53.30097472678899,-4.970690943595708
421,Afternoon,Dry,Clear,55.56494517197446,-4.747048659769689
422,Afternoon,Dry,Foggy,50.02574610883423,-0.8737866690148719
423,Afternoon,Icy,Clear,54.95671469967873,0.16779466505636087
424,Evening,Icy,Clear,52.84394408353086,-6.183860322433974
425,Night,Snowy,Foggy,56.353578650216676,-4.290589918422348
426,Morning,Wet,Foggy,50.743925118585054,1.0194019674915005
427,Morning,Icy,Foggy,54.70561813558712,0.06693519694739258
428,Night,Icy,Clear,53.84778311908899,1.8485840276247583
429,Morning,Wet,Clear,55.13860420724182,-0.45751740317919243
430,Night,Icy,Foggy,50.518828755863744,-4.068047989720777
